"rank","Player","GP","tau","lq","uq","median_rank","rank_uq","rank_lq","rank_range","prob_rank1","prob_top25"
1,"LE Plunkett",50,3.91716452192203,3.70386351869604,4.13870626772802,2,1,14.025,13.025,0.318,0.995
2,"JR Hazlewood",33,3.88212944982714,3.53686225780219,4.21296100601626,3,1,54.025,53.025,0.313,0.927
3,"TA Boult",50,3.82082846414443,3.58734753487009,4.05022810979064,5,1,33.025,32.025,0.097,0.95
4,"AD Russell",47,3.75995559116966,3.56715029798974,3.98078209376905,9,1,38.025,37.025,0.036,0.904
5,"TG Southee",95,3.75549806108829,3.58761802741175,3.92645830626048,9,2,33.025,31.025,0.003,0.924
6,"Imad Wasim",40,3.7391562548807,3.55281253623195,3.94108097886065,10,2,46.05,44.05,0.016,0.875
7,"Mohammad Naveed",32,3.73205287953069,3.52566261997822,3.95404694251279,11,2,55.05,53.05,0.02,0.824
8,"Hasan Ali",39,3.71990765111699,3.5109703206877,3.93364889462259,12,2,59,57,0.011,0.798
9,"C Sharma",34,3.71799504481186,3.48622289912277,3.95576044811793,12,2,68.025,66.025,0.011,0.775
10,"SMSM Senanayake",33,3.71059657999098,3.48547708504392,3.96363410476769,13,2,76.025,74.025,0.02,0.737
11,"DNT Zoysa",43,3.69449889800371,3.47237057774753,3.91136413421869,15,2,78.0749999999999,76.0749999999999,0.011,0.729
12,"DJ Willey",46,3.67013205441129,3.46804566183942,3.88106375057414,19,3,84.025,81.025,0.002,0.662
13,"Shaheen Shah Afridi",36,3.66401237691174,3.41524551933237,3.96166866047987,20,2,115,113,0.023,0.605
14,"MR Adair",39,3.65971812802315,3.44390269731149,3.87091017848355,21,3,94.025,91.025,0.008,0.607
15,"NM Hauritz",31,3.6460820831688,3.41820441950559,3.91087928994257,23.5,2,107,105,0.007,0.531
16,"AU Rashid",83,3.62733313337161,3.45389787090702,3.81242396742169,26,5,82.025,77.025,0,0.491
17,"M Muralidaran",150,3.62683218772657,3.47085428836506,3.78667946501374,26,7,75,68,0,0.496
18,"L Ronchi",67,3.61814819716984,3.40224197157662,3.89918480041707,31,3,115,112,0.005,0.419
19,"Iftikhar Anjum",32,3.59905971271235,3.34957220181576,3.8624787019326,31,4,157.025,153.025,0.005,0.411
20,"KM Jadhav",51,3.59871415325041,3.40343650992796,3.8062625020182,33,6,118.1,112.1,0.001,0.366
21,"GJ Maxwell",136,3.58719874253255,3.4544367115396,3.72142388952186,35,12,87,75,0,0.266
22,"MA Leask",72,3.58561698919485,3.42213877303322,3.75155460054665,35,9,104,95,0.001,0.291
23,"BAW Mendis",40,3.5830198660332,3.31130080546405,3.82813704422583,36,5,182.175,177.175,0.002,0.378
24,"Mohammed Shami",49,3.57515386527008,3.34311259231606,3.80368075176892,39,5,161.025,156.025,0,0.322
25,"MG Johnson",90,3.57489393647982,3.40840762770834,3.74234707774609,38,11,122,111,0,0.3
26,"Shahid Afridi",367,3.57357089629484,3.46309350336837,3.68467595370657,39,14,85.025,71.025,0,0.18
27,"DT Johnston",53,3.57329505511041,3.36100570022246,3.82875131631921,41,5,149.05,144.05,0.003,0.297
28,"CA Walsh",77,3.57168500429845,3.37910426066807,3.796512460079,40,7,133,126,0,0.285
29,"C Pringle",39,3.56887353949355,3.32431626935374,3.84122143869569,40.5,5,175.025,170.025,0.003,0.327
30,"C de Grandhomme",35,3.56445791654375,3.35242931623359,3.81986329938772,44,6,151,145,0.001,0.264
31,"AR Nurse",38,3.55291159190096,3.34975996199399,3.75412852511539,46,9,145.05,136.05,0,0.224
32,"SE Bond",39,3.55257109977451,3.32536713936548,3.7909736368242,45,6,182.05,176.05,0,0.256
33,"Mujeeb Ur Rahman",37,3.54914194675287,3.25856911586666,3.83602164565993,47,5,221.025,216.025,0.001,0.277
34,"AR Adams",33,3.54674879949067,3.32446483756825,3.77333654446337,48,8,173.05,165.05,0,0.227
35,"CC Lewis",40,3.53903358260242,3.31948469833241,3.79979872907743,53,7.975,177,169.025,0.004,0.222
36,"Aaqib Javed",49,3.53465937682523,3.27460943264405,3.80220416981078,52,5,213.05,208.05,0.004,0.251
37,"B Lee",105,3.53244962425664,3.37673248485131,3.69969791730701,54,15.975,129.1,113.125,0,0.119
38,"Dawlat Zadran",53,3.53202326395355,3.32210846449582,3.77589410510748,54,8,181.025,173.025,0,0.181
39,"BL Cairns",65,3.53167368444944,3.33818749564925,3.74317289171324,55,11,159.05,148.05,0.001,0.149
40,"SM Sharif",57,3.53032975412898,3.33871468624315,3.71590618651397,53,12.975,166.025,153.05,0,0.161
41,"SN Netravalkar",33,3.52974283790594,3.21827365820378,3.8050665501923,53,6,261.1,255.1,0.001,0.264
42,"MJ Henry",37,3.5254114203359,3.27982569117522,3.76721166818608,55,8,211.025,203.025,0,0.199
43,"TT Bresnan",63,3.52068156333281,3.33742371972972,3.71360410951634,59,13,159,146,0,0.132
44,"AR Caddick",38,3.51735671426402,3.27425212781687,3.80686721471778,61,5,208.2,203.2,0.005,0.187
45,"IDS Smith",77,3.5149525667671,3.36755269222284,3.66896275946917,61,19,140,121,0,0.072
46,"HH Pandya",68,3.51434919551279,3.37488235612458,3.66610542097037,59,19,137.025,118.025,0,0.073
47,"MA Starc",70,3.51285074218642,3.30983703981701,3.73771182287046,62,12.975,182.05,169.075,0,0.122
48,"PL Taylor",47,3.51109042956623,3.26521981289804,3.78627431808001,61,7,221.05,214.05,0.002,0.191
49,"JA Morkel",43,3.50876063745149,3.33195114050184,3.70250347600355,64,14,167,153,0,0.102
50,"EJ Chatfield",43,3.50750264082669,3.19046905356425,3.85208839701641,66,4,289.15,285.15,0.004,0.241
51,"J Botha",50,3.5007326006799,3.31905157740461,3.68438436631078,66,17,176.025,159.025,0,0.091
52,"CJ McDermott",75,3.49866925675392,3.30252873748127,3.67886182949406,66,17,191.025,174.025,0,0.076
53,"SM Pollock",202,3.49804161890408,3.36466719916612,3.63509414639389,66,24.975,146,121.025,0,0.03
54,"RM Hogg",34,3.49532218267033,3.2122381319394,3.79661464266785,68,8,273.075,265.075,0.002,0.178
55,"F Behardien",49,3.49310022817032,3.31702086776796,3.69029613543002,72,17,176,159,0,0.074
56,"AC Cummins",47,3.49279160032175,3.30627536283016,3.68498995628524,70,16,190,174,0,0.084
57,"BB McCullum",226,3.4869896271731,3.35395242298735,3.63013999755249,73,25.975,146.025,120.05,0,0.025
58,"MJ Santner",89,3.48681221697757,3.32528006561748,3.6456441628693,72,22,177.025,155.025,0,0.046
59,"RJ Ratnayake",54,3.48288475912795,3.29007560639975,3.69480117961424,74,15,205.075,190.075,0,0.089
60,"Shoaib Akhtar",77,3.4821445769359,3.26643269834446,3.69803810925279,72,16,222.075,206.075,0,0.076
61,"M Ntini",42,3.48073346701157,3.23150046952288,3.74340658431916,76,9,250.075,241.075,0.001,0.113
62,"SL Malinga",113,3.47569330497144,3.30713406792724,3.64813000358074,78,22,185.025,163.025,0,0.04
63,"GB Hogg",61,3.47327905775702,3.25593224696681,3.70653253008905,78,14,221.05,207.05,0.001,0.079
64,"Gulsan Jha",32,3.47165045865146,3.14415712596244,3.96754177425403,97.5,2,338.025,336.025,0.023,0.213
65,"AM Blignaut",41,3.47132119329765,3.26536102696844,3.67326448389326,80,18,220.075,202.075,0,0.067
66,"L Klusener",137,3.47075470866114,3.32936785341818,3.62885281802006,79.5,27,170,143,0,0.019
67,"AB de Villiers",218,3.46807451163658,3.3378838250317,3.60531562885982,82.5,33,155,122,0,0.006
68,"GP Swann",48,3.46755980301778,3.28929876742236,3.65574010841913,83,20,207.025,187.025,0,0.041
69,"TM Head",76,3.46564891942114,3.30815326975665,3.64600512998945,83,22.975,189.025,166.05,0,0.032
70,"SP Narine",42,3.46391532262383,3.2451082879614,3.68874934878958,86.5,15.975,238.05,222.075,0,0.08
71,"ALF de Mel",41,3.46352858318175,3.21665038188599,3.72315123373197,87,12,262,250,0,0.097
72,"DR Tuffey",46,3.46197896170251,3.22083628221619,3.68912237780815,84,15,263,248,0,0.079
73,"AR Patel",49,3.46194226925149,3.2780740303564,3.68475618381175,88,16,209.025,193.025,0,0.046
74,"Sohail Tanvir",38,3.45917928385136,3.24078312107537,3.66091374847062,85,19,239.05,220.05,0,0.054
75,"KD Mills",97,3.45641756518005,3.29750164062074,3.6232584957104,88,29,190,161,0,0.019
76,"Abdul Razzaq",227,3.45457322884732,3.31851782415912,3.60591027681502,89,32,176,144,0,0.01
77,"DA Miller",152,3.45351226190703,3.3167832476726,3.58221419228493,88,38,179,141,0,0.005
78,"Abdul Qadir",67,3.45285110981928,3.27826925758028,3.63463738932126,90,23,204.05,181.05,0,0.035
79,"AS Joseph",46,3.44665854421463,3.23254243950995,3.65871581671716,91,20,247,227,0,0.04
80,"EA Brandes",40,3.44603717767912,3.21936398760993,3.66034142826088,92.5,20.975,268.025,247.05,0,0.047
81,"SO Hetmyer",52,3.44557617124382,3.25862454019129,3.66499489288501,93,20,227.075,207.075,0,0.038
82,"SM Ervine",33,3.44269798887474,3.20128706873249,3.7429926560608,101.5,9,279.05,270.05,0.002,0.099
83,"Abdur Razzak",95,3.44023457910366,3.27776218514724,3.62202474723763,101,28,212.025,184.025,0,0.021
84,"DJG Sammy",103,3.43938023317545,3.29425685890387,3.58432910298082,96,36,197,161,0,0.01
85,"GD Phillips",36,3.43804085757999,3.24546844700217,3.63916602601673,98,24,243.05,219.05,0,0.029
86,"Karan KC",45,3.43620442883803,3.24376439123856,3.63759046659511,100.5,24,238.1,214.1,0,0.029
87,"SA Yadav",35,3.43440237916221,3.2170708429307,3.68301537564241,104,18,262,244,0,0.049
88,"AL Phehlukwayo",55,3.43087824318732,3.25484062991775,3.60375817383752,103,32,235.025,203.025,0,0.008
89,"J Srinath",117,3.43054256061309,3.28554452958684,3.57542536099742,103.5,37.975,203,165.025,0,0.009
90,"Imran Tahir",32,3.42942313894563,3.11197781065656,3.78368923954362,110.5,7,379,372,0.006,0.138
91,"PW Hasaranga",54,3.42908811487708,3.27189764519182,3.62105371273709,105,27,221,194,0,0.023
92,"AB Agarkar",113,3.42905544682908,3.25574963764769,3.6126454173141,104,31,231.025,200.025,0,0.017
93,"CJ Anderson",44,3.42742021218389,3.25938611007198,3.61888701333144,106,29,229.025,200.025,0,0.019
94,"DK Morrison",40,3.42310866096747,3.03779329730773,3.89546377881801,117.5,3,450.1,447.1,0.009,0.173
95,"S Lee",35,3.42221154829316,3.20769036253811,3.65189825460003,109,20,278.025,258.025,0,0.046
96,"BKV Prasad",56,3.42002343907874,3.1918903407108,3.66912426388154,108,21,289.1,268.1,0,0.043
97,"MF Maharoof",73,3.41790299088204,3.24211061481599,3.62155288482779,114,28.975,242.025,213.05,0,0.021
98,"LV van Beek",32,3.41766286550785,3.18229544016494,3.67827731984081,111,18,301.075,283.075,0,0.06
99,"Mohammad Amir",30,3.41484677467629,3.14553894438665,3.6928156961708,115,14.975,351,336.025,0,0.064
100,"DL Vettori",181,3.41484076537358,3.27370095860009,3.56313249079026,111,48,214,166,0,0.001
101,"Mohammad Sami",43,3.41381960459397,3.16660766819976,3.65080836914923,112,23,313.125,290.125,0,0.039
102,"LS Livingstone",36,3.41317180727415,3.21380050766447,3.61964162605699,114,26,269.075,243.075,0,0.024
103,"MG Bracewell",32,3.41121056555285,3.18265050125558,3.66098500877596,114.5,20,303.05,283.05,0,0.042
104,"Afif Hossain",30,3.40880386357574,3.1879264964536,3.63278857562132,115.5,26.975,293.025,266.05,0,0.024
105,"C Munro",53,3.40657450976905,3.24104884905803,3.5784356244599,118,40.975,241.05,200.075,0,0.003
106,"CEL Ambrose",94,3.40614756749105,3.2338875788366,3.57615485843838,117,38,247,209,0,0.006
107,"YK Pathan",41,3.40576071167434,3.18908676270703,3.62764437938245,117,24,289.175,265.175,0,0.032
108,"Mushtaq Ahmed",73,3.40573350243115,3.20773592256702,3.62102493869693,116.5,28,284.125,256.125,0,0.014
109,"Azmatullah Omarzai",34,3.40341191585312,3.17986831443753,3.6406682410511,122,22,306,284,0,0.037
110,"S Lamichhane",42,3.40311851169464,3.18400220286241,3.65134053087191,120,20,300.1,280.1,0,0.043
111,"MEK Hussey",156,3.40256667128297,3.21652069236103,3.61881993855604,121,28,260,232,0,0.02
112,"Rashid Khan",104,3.40120982250256,3.22073348378662,3.61287286912688,123,27,275,248,0,0.02
113,"AJ Bichel",36,3.40077168682073,3.18978896255922,3.60958140171999,119.5,29,295,266,0,0.018
114,"CRD Fernando",54,3.40045833043833,3.17795603681728,3.62583294405714,122,24,312.075,288.075,0,0.029
115,"SK Raina",194,3.3992222105216,3.25897161076553,3.53917923621941,121,50.975,221.025,170.05,0,0.002
116,"SB Joshi",45,3.39540838522592,3.19793901083852,3.59186916077256,122,34,295.025,261.025,0,0.011
117,"JP Faulkner",52,3.39359338027121,3.17491887083057,3.63036795311462,127,25,310,285,0,0.026
118,"Zahoor Khan",39,3.39130062364428,3.09464232269002,3.73181251676315,131.5,10,407.1,397.1,0,0.077
119,"Tanzid Hasan",27,3.38934248956449,3.1730721136096,3.65868910604827,132,21.975,308.05,286.075,0,0.034
120,"SCJ Broad",66,3.38893612510074,3.18517500169141,3.6144730609201,131,27,300.025,273.025,0,0.023
121,"H Klaasen",56,3.38529929721211,3.23721639165154,3.54198205686181,134.5,51.975,252.025,200.05,0,0.002
122,"IA Healy",118,3.38460849731245,3.25457671401404,3.53720276020766,133.5,50.975,230,179.025,0,0.001
123,"R Ashwin",61,3.38148755302021,3.2003677524977,3.56747079997249,129.5,41,286.025,245.025,0,0.004
124,"CH Lloyd",69,3.37999058396949,3.20413899098179,3.573794750264,135,40,277,237,0,0.001
125,"BM Scholtz",41,3.37997145091453,3.12165564865194,3.6541784145321,133,21,362.125,341.125,0,0.038
126,"KMDN Kulasekara",119,3.37951023632187,3.22161537120801,3.54103574913628,135,55,257.025,202.025,0,0
127,"Agha Salman",34,3.37899149146457,3.16709408969575,3.60620178330238,137,29,312,283,0,0.019
128,"R Ngarava",34,3.37893406796442,3.11204521444937,3.64911683715319,136,22,370.05,348.05,0.001,0.036
129,"NW Bracken",34,3.37863058421307,3.14163665622447,3.65722226200047,139,21,355.075,334.075,0,0.035
130,"PJ Cummins",58,3.37802389355106,3.18645920209254,3.56821087168347,135,40,303.025,263.025,0,0.009
131,"PAJ DeFreitas",65,3.37602110697605,3.19925248659097,3.55456757644276,137,42.95,293.1,250.15,0,0.005
132,"Mosaddek Hossain",35,3.37287156093011,3.16276287016319,3.60108131874779,140,30.975,315.025,284.05,0,0.016
133,"BMAJ Mendis",44,3.37107666624083,3.17968426122191,3.5680847501944,140,40,299.05,259.05,0,0.006
134,"Naved-ul-Hasan",49,3.36600202379294,3.18714755370631,3.56768979553684,145.5,40,296.05,256.05,0,0.004
135,"DJ Richardson",76,3.36319865886568,3.1728498791706,3.57825307212874,147,39.95,314.025,274.075,0,0.009
136,"CR Woakes",86,3.36308801826626,3.20661575830997,3.52287964107796,143,58.975,275,216.025,0,0
137,"GF Labrooy",35,3.36225661817536,3.12116196767369,3.61397520782461,148,26,378.05,352.05,0,0.024
138,"GD McGrath",58,3.36176628147485,3.10712442931754,3.61227121952528,143,30,374.025,344.025,0,0.018
139,"NLTC Perera",133,3.35598563557469,3.22235927575398,3.48201291823457,152,73.975,263.025,189.05,0,0
140,"RJ Peterson",38,3.3553492684745,3.12581524805147,3.57755541525012,150,37,356.025,319.025,0,0.005
141,"RA Jadeja",133,3.35533236544226,3.20786063683701,3.51188159990229,153,64,277,213,0,0.001
142,"P Kumar",33,3.35513673661395,3.11407072050406,3.65113808242897,159.5,21,376.1,355.1,0,0.033
143,"Harbhajan Singh",125,3.35481664553132,3.2151201424621,3.48475436687518,151,76.975,264.025,187.05,0,0
144,"PD Salt",31,3.35408939124479,3.17046068010181,3.55036812603919,153.5,48.975,323.025,274.05,0,0.004
145,"Z Khan",95,3.35383831284865,3.17005861089977,3.56342961840025,151,44.975,317.05,272.075,0,0.004
146,"WD Parnell",42,3.35374029553188,3.12068518985606,3.5955543483882,152,32.975,363.05,330.075,0,0.01
147,"LM Jongwe",36,3.35152021878941,3.13483030408824,3.57868878603573,158,37,343.025,306.025,0,0.008
148,"TJ Murtagh",36,3.35038430189228,3.06417727142662,3.67684492956318,158,15.975,433.075,417.1,0.003,0.044
149,"A Symonds",161,3.3480490595281,3.2147393402241,3.48740598074405,158.5,76,258,182,0,0
150,"SK Warne",106,3.34803434823185,3.19778694455482,3.52178460320907,158,58,285.025,227.025,0,0
151,"GH Dockrell",92,3.34708877258429,3.20103035664881,3.50233181906833,161,63.975,274.025,210.05,0,0
152,"M Morkel",42,3.34487238338189,3.14030607564786,3.55297873402419,160,45.95,340.05,294.1,0,0.008
153,"RL Powell",100,3.34413378880215,3.17697227322231,3.53793315939685,166,46.975,311.1,264.125,0,0.002
154,"Shadab Khan",44,3.34224026429012,3.12839552743382,3.58071202004147,162,36.95,354.075,317.125,0,0.012
155,"PS de Villiers",30,3.33963152708893,3.07616498187595,3.61548933346648,161,29.925,420.025,390.1,0,0.02
156,"MRJ Watt",55,3.33926914216699,3.14823415994592,3.55417167618903,165.5,48,332,284,0,0.002
157,"J Garner",39,3.33805485951352,3.09969430956982,3.57482099086604,165,38,390.025,352.025,0,0.004
158,"KS More",65,3.33566912541243,3.13711820072393,3.54086960864011,164,53,346.025,293.025,0,0.001
159,"SM Curran",30,3.3356607482817,3.11819050632283,3.56080282855246,172,42.975,362.05,319.075,0,0.005
160,"CD Wallace",28,3.33542033761664,3.14012388754107,3.54312353515148,167,49,338.025,289.025,0,0.002
161,"Azhar Mahmood",107,3.33512580655297,3.19871362225302,3.50090712465913,170,69,274.05,205.05,0,0
162,"GP Wickramasinghe",63,3.33039023157287,3.14271369093011,3.55021250606259,171,48,348.025,300.025,0,0.003
163,"Tapash Baisya",41,3.32995709192365,3.04250123240031,3.73919009614706,182,10,457.125,447.125,0.003,0.058
164,"KJ O'Brien",141,3.3284914839588,3.19397004004696,3.47819182608846,170,77.975,285,207.025,0,0
165,"DR Smith",89,3.32735666834668,3.17938225266108,3.48854527657078,173,74.95,307.05,232.1,0,0
166,"C Kieswetter",39,3.32513851208742,3.12776278424255,3.56270252492215,179,43.975,353,309.025,0,0.007
167,"Wahab Riaz",66,3.32394484630269,3.14608835097294,3.51284900144212,180.5,59.975,344.05,284.075,0,0
168,"PL Symcox",53,3.32329994671994,3.09725753069118,3.59401921061471,184,30,394.025,364.025,0,0.019
169,"Umar Akmal",110,3.32106343091361,3.16235159108926,3.48623512992149,180,68,320.05,252.05,0,0
170,"G Singh",32,3.31782225112966,3.08142571040456,3.62525156044243,188,29,408.025,379.025,0,0.02
171,"MM Ali",112,3.31676564116502,3.16238267601042,3.46296698980449,181,83,316.05,233.05,0,0
172,"SS Iyer",67,3.31633135564557,3.16490630859855,3.48031613869174,184,76.975,313.025,236.05,0,0
173,"DK Lillee",33,3.31459172724955,3.05253840947849,3.57962428074759,188,33,442.025,409.025,0,0.01
174,"Sompal Kami",50,3.31379067013703,3.11715384172419,3.51844461783387,185.5,60.95,369.025,308.075,0,0.002
175,"IJ Harvey",50,3.31360856576787,3.13068269611809,3.49968399318967,183,68,354,286,0,0.003
176,"BA Stokes",99,3.31356713147322,3.17655764970448,3.46299189197321,184.5,87,304.025,217.025,0,0
177,"Aftab Ahmed",85,3.311017687916,3.1154555158591,3.58426147608857,194,40,359.05,319.05,0,0.006
178,"Aayan Afzal Khan",34,3.30906304432443,2.999159315961,3.70090039278089,198,15.975,497.125,481.15,0.002,0.048
179,"SP O'Donnell",64,3.3069423038548,3.1298971697603,3.52054776725521,193,57.975,358.125,300.15,0,0.004
180,"Kushal Malla",35,3.30587101781009,3.05648006400558,3.6321016661953,201,21,429.05,408.05,0,0.029
181,"GF Lawson",51,3.30537007360586,3.103874733239,3.51606484076315,189.5,61.975,384.025,322.05,0,0.002
182,"Wasim Akram",273,3.30520386277095,3.17624572791395,3.44612235022123,190,92.975,314,221.025,0,0
183,"AT Carey",77,3.30329809594868,3.16295934435314,3.45182806593999,193.5,91,318.075,227.075,0,0
184,"AJ Hosein",30,3.30291309276855,3.05645868902247,3.54892394638798,190,49.975,421.075,371.1,0,0.006
185,"D Gough",84,3.30234792291793,3.1012308705839,3.48814147550948,191.5,75.95,380.05,304.1,0,0
186,"SR Watson",169,3.30169692527887,3.18074760632965,3.43485441808447,195,103,300.025,197.025,0,0
187,"K Rabada",44,3.30086080414199,3.05445557884073,3.54531650938516,193,50,437.175,387.175,0,0.006
188,"N Boje",70,3.30036477730393,3.13769300697649,3.48454533868982,193,77.925,346.025,268.1,0,0.001
189,"NL McCullum",62,3.29865455409617,3.13431799562234,3.46969672987243,195,80,352,272,0,0
190,"Mohammad Nawaz",30,3.2975920726361,3.08916629519612,3.51733563168345,200.5,56.975,406,349.025,0,0.002
191,"AF Giles",32,3.2966791743962,3.07335801051959,3.53076809805511,197,58,422.05,364.05,0,0.002
192,"HH Streak",158,3.29572911046053,3.17606224753314,3.42438294401185,198,105,311,206,0,0
193,"CR Brathwaite",37,3.29378452794039,3.0729913960544,3.51843282978492,199.5,62,420.025,358.025,0,0
194,"Mustafizur Rahman",52,3.29249694818006,3.04162115642922,3.55065216643821,203,47,465.025,418.025,0,0.005
195,"Imran Nazir",78,3.29011883278532,3.08252609356873,3.56168106084582,208,42,411.05,369.05,0,0.01
196,"NAM McLean",34,3.28791592210615,3.0563263614928,3.53209802826527,204,55.95,446,390.05,0,0.002
197,"B Kumar",52,3.28633630636377,3.10457878765366,3.48382753386454,206.5,74.95,385,310.05,0,0
198,"IK Pathan",85,3.28608222136945,3.1221461723411,3.47371998048747,209,78.975,364,285.025,0,0.002
199,"WB Rankin",31,3.2841918302927,2.96778187070011,3.66684612895072,203,21,563.15,542.15,0,0.036
200,"WPUJC Vaas",218,3.28360420952124,3.1483196045119,3.42438359027725,207,101,334.05,233.05,0,0
