"rank","Player","GP","alpha","lq","uq","median_rank","rank_uq","rank_lq","rank_range","prob_rank1","prob_top25"
252,"DJ Cullinan",135,3.52485149160965,3.29971456415612,3.78535695559147,266,86.925,435.05,348.125,0,0
253,"KJ O'Brien",144,3.5227323295856,3.28885828514531,3.75777814463613,264,96.975,439.025,342.05,0,0
254,"Abdul Razzaq",228,3.52097925932157,3.3074425243428,3.74771233785333,262,107,431,324,0,0
255,"Abdullah Shafique",35,3.51815586282781,3.10064588697128,4.00958076295255,275.5,14,580.075,566.075,0.001,0.04
256,"MD Gunathilaka",56,3.51640920939987,3.08678188966882,3.9412705858505,269,30,575.025,545.025,0,0.018
257,"Zeeshan Maqsood",47,3.51435525700517,3.14830164635967,3.92424796224623,284.5,27.975,539.1,511.125,0,0.021
258,"Najmul Hossain Shanto",60,3.51371357151055,3.1847170749653,3.89238485007304,273,43,522.025,479.025,0.001,0.009
259,"DJ Hussey",61,3.51252255274866,3.20404123805446,3.84587984128609,270,59.95,506,446.05,0,0.003
260,"Ijaz Ahmed",237,3.51249909982896,3.31858325080591,3.7387854595721,272,109.95,424,314.05,0,0
261,"HC Brook",35,3.51242756830249,3.14519293259835,3.92387263218448,279,32.975,541.075,508.1,0,0.018
262,"RK Paudel",68,3.51231287688596,3.18735223948277,3.8572128862701,277.5,52.975,517,464.025,0,0.005
263,"Gulsan Jha",32,3.51218149931524,3.10456303206218,4.01971393654707,284,15.975,572.025,556.05,0.003,0.038
264,"Shahriar Nafees",102,3.51117239890376,3.17166602871867,3.83377869495597,271.5,57,532,475,0.001,0.009
265,"Muhammad Usman",37,3.50879997897281,3.14985807563137,3.90873350918913,280.5,40.95,545,504.05,0,0.011
266,"Sikandar Raza",152,3.50654378008711,3.19161297087321,3.8019881108895,270,76,520.05,444.05,0,0.002
267,"Ramiz Raja",250,3.50558267882479,3.31634361856156,3.69917573625883,275,125.975,431.05,305.075,0,0
268,"GM Hamilton",43,3.50380088634291,3.17961574295476,3.85838873595538,282.5,51.925,533,481.075,0,0.005
269,"Hashmatullah Shahidi",91,3.5002645995111,3.24017794811902,3.7824312664407,288,88,482.025,394.025,0,0.001
270,"S Dhaniram",41,3.4958195885476,3.10902474364221,3.95574840366096,296,26.925,572.1,545.175,0.003,0.025
271,"W Barresi",56,3.49333408853088,3.13491597580138,3.85091384295483,294,52.975,553,500.025,0,0.008
272,"GJ Maxwell",136,3.49275329000878,3.28050402025367,3.72422129088727,287,116.925,451.025,334.1,0,0.001
273,"Ayaan Khan",37,3.49241525005394,3.15318172300919,3.84667154551446,287.5,55.95,542,486.05,0,0.009
274,"Aasif Sheikh",87,3.49208089896692,3.18121619997614,3.81843017417553,290,68.95,518.075,449.125,0.003,0.005
275,"AA Obanda",55,3.49191740019791,3.14679933168743,3.84019794060929,290.5,61.975,542.125,480.15,0,0.008
276,"BB McCullum",246,3.48977051237172,3.31407726555337,3.682961013588,290,139,428.025,289.025,0,0
277,"CL Cairns",195,3.48658304786889,3.27079477124812,3.70133921266255,293,131.975,457.05,325.075,0,0
278,"LPC Silva",62,3.48409849648284,3.20086441642266,3.76845387261819,292,90.975,506.025,415.05,0,0.001
279,"HM Nicholls",84,3.48131866789875,3.19378984833081,3.77242331954199,296,90,516.05,426.05,0,0.002
280,"BFW de Leede",50,3.48089991256007,3.12846418084289,3.82862982451566,295,61,562.05,501.05,0,0.007
281,"GW Flower",268,3.48058320188545,3.30141895019376,3.67173833549077,299,154.975,433.025,278.05,0,0
282,"TT Samaraweera",42,3.47989168475815,3.11779619818709,3.8760419562606,298,47,560.05,513.05,0,0.008
283,"BA Edgar",85,3.47853979195334,3.20385057447125,3.75130635240223,300,92.95,504.05,411.1,0,0
284,"Aayan Afzal Khan",34,3.47649419794488,3.02349280921409,3.98042014482403,305,19.975,620,600.025,0,0.03
285,"AR Border",256,3.47575992881766,3.2847888464307,3.68625333152031,299,145,448,303,0,0
286,"C Sharma",34,3.47502713119891,2.99902847762559,3.97447362164418,305,22.975,630.1,607.125,0.001,0.03
287,"ADR Campbell",206,3.47167704690763,3.28405090105279,3.68913082814185,305,139.95,448,308.05,0,0
288,"WIA Fernando",54,3.47085654317231,3.12337333324474,3.83671415221709,302,65,555,490,0,0.005
289,"RR Watson",38,3.47070169000588,3.11700243281151,3.85269776008218,309.5,56,566.025,510.025,0,0.008
290,"N Hussain",93,3.469605723831,3.21602386134909,3.73904889873727,308,109,500,391,0,0.002
291,"MDKJ Perera",118,3.46944856732187,3.23169580887091,3.70160862931279,303.5,124,486,362,0,0
292,"S Samarawickrama",47,3.46935645475755,3.1639473535005,3.79966672745363,305,83,533.025,450.025,0,0.006
293,"CD McMillan",184,3.46886383382311,3.23647158704457,3.72391896773829,310,117.975,481.05,363.075,0,0
294,"WTS Porterfield",199,3.46834034537079,3.23442289228639,3.70644924061569,308.5,126,484.025,358.025,0,0
295,"KR Rutherford",122,3.46724743455836,3.22896221991559,3.73340866279177,308,114.975,490.05,375.075,0,0
296,"JG Wright",209,3.46557911855293,3.20224843110865,3.74560222213463,311,97,510.05,413.05,0,0
297,"DL Houghton",61,3.46517989624637,3.12490918226673,3.86161576511863,316,49.9,550.025,500.125,0,0.008
298,"TD Paine",40,3.46464456754859,3.07029183227797,3.86418426818642,312.5,50,582.125,532.125,0,0.005
299,"Vikramjit Singh",60,3.46300313579888,3.12124126231694,3.83799337188231,319.5,58,558.05,500.05,0,0.008
300,"JN Loftie-Eaton",47,3.46299542964791,3.10822367459823,3.85066587339382,312,55.975,567.1,511.125,0,0.004
301,"MAR Samarasekera",54,3.46112766618059,3.06792942115359,3.86779160207347,313,53,593.025,540.025,0,0.01
302,"F Behardien",49,3.46099305835829,3.09621338293806,3.86441722882631,315,50.95,573.075,522.125,0,0.006
303,"Aarif Sheikh",52,3.45873430912108,3.13419513188935,3.82903281319021,320,63.95,552,488.05,0,0.004
304,"KH Prajapati",54,3.45777152880785,3.12546521891899,3.81052336267538,311,78,565,487,0,0.003
305,"RS Bopara",115,3.45704617406681,3.18890344761229,3.72188792183034,318,121,514.025,393.025,0,0.001
306,"CWJ Athey",34,3.45669095547366,3.08440848516444,3.86316914043836,318.5,53.975,582.025,528.05,0,0.007
307,"PD Salt",36,3.45514773100667,3.1156948321195,3.83650712660659,323,63,568,505,0,0.005
308,"K Srikkanth",219,3.45347179155917,3.24370939842757,3.67314742452021,324,157.975,473.025,315.05,0,0
309,"Anamul Haque",51,3.45272007999785,3.13904906060669,3.81532967414187,322.5,72,547.05,475.05,0,0.002
310,"Afif Hossain",30,3.45259206320141,3.04413142580193,3.89272874699526,324,41.975,607.025,565.05,0,0.013
311,"RS Mahanama",247,3.45255884185802,3.2608601352283,3.65342589948235,319,163.95,462.025,298.075,0,0
312,"PG Fulton",53,3.44990070934437,3.12817968876404,3.78208343566703,322,89,555.1,466.1,0,0.001
313,"MW Gatting",88,3.44842362154382,3.2001096741019,3.74256200904651,329,100.975,511,410.025,0,0.001
314,"MV Boucher",220,3.44699254102155,3.24807776834084,3.6742359464737,327,151,472.025,321.025,0,0
315,"JJ Crowe",74,3.44385762736424,3.11651848720184,3.76475390642663,324,96.95,570.075,473.125,0,0.002
316,"SM Pollock",202,3.44156901334329,3.21488088143861,3.67698898853721,330,145.925,492.075,346.15,0,0
317,"PL Mommsen",46,3.4413146443943,3.11664211070421,3.82480846309736,334,64,566.075,502.075,0,0.002
318,"HK Badani",36,3.44096234925919,3.06159036734499,3.81211493268605,334,67,597.05,530.05,0,0.006
319,"KLT Arthurton",91,3.43961262425531,3.16904076465363,3.75234569954562,334,102.975,526.025,423.05,0,0
320,"DM Bravo",116,3.4343659532592,3.18221376332837,3.67338105163513,336,146.975,510.125,363.15,0,0
321,"Asif Mujtaba",58,3.43429901356872,3.10457722358421,3.77929573085193,332,85,573.025,488.025,0,0.005
322,"HH Pandya",68,3.43403885364181,3.15076082942444,3.71605929583787,336,121.95,536,414.05,0,0
323,"Shoaib Khan",31,3.43402111564523,3.01988552265716,3.85238549970032,341,53.975,621,567.025,0,0.006
324,"OA Shah",65,3.43290928693905,3.16385269393307,3.74581324733105,336,109.975,534.025,424.05,0,0
325,"Mohammad Nabi",154,3.43200812356167,3.19859529867271,3.66271295496555,337.5,159.975,507.05,347.075,0,0
326,"Najibullah Zadran",84,3.43197826875276,3.16284911065164,3.76548617058422,337,102.775,536.025,433.25,0,0
327,"AD Russell",47,3.43143030549739,3.07686236203087,3.81020980316715,330.5,71.925,590.025,518.1,0,0.003
328,"FDM Karunaratne",58,3.43142332294127,3.07162479854868,3.83411450706522,343,58.975,582,523.025,0,0.007
329,"YK Pathan",41,3.43108811225751,3.04554935136771,3.83868018022603,337.5,60.975,607,546.025,0,0.007
330,"L Vincent",107,3.43094924683277,3.15849267647471,3.71127242509708,338,123,530.025,407.025,0,0
331,"RR Singh",113,3.43003051879557,3.13518365137035,3.77619230746486,349,82.875,550.075,467.2,0,0.002
332,"GM Wood",105,3.42977181027244,3.17206406980125,3.71336261216305,334,127,529.025,402.025,0,0
333,"SJ Modani",44,3.42951766337202,3.06462392283112,3.82440051016652,340,67.975,591.025,523.05,0,0.004
334,"BM Laird",34,3.429371944085,2.99675125510584,3.85042487667,339,59,628,569,0,0.005
335,"N Dickwella",63,3.4279150792397,3.12068897421066,3.75134549855516,340,97,551.1,454.1,0,0.002
336,"AP Gurusinha",150,3.42734470092087,3.20473289115293,3.6466273090508,339,168.95,503.025,334.075,0,0
337,"Kushal Malla",35,3.42528470849382,3.01745876867302,3.88287842105265,348,47.925,616.075,568.15,0.001,0.011
338,"VVS Laxman",85,3.42300976146334,3.1274552053967,3.71773664200559,344.5,127.975,553.025,425.05,0,0
339,"CZ Harris",214,3.4228964096976,3.21721804008365,3.64933621521064,344,164.975,495.025,330.05,0,0
340,"MS Sinclair",53,3.42268589468268,3.08332114622408,3.77565333258496,348,87.9,586.175,498.275,0,0.003
341,"JJ Smit",48,3.42168368660002,3.0884293053873,3.81197666333805,344.5,72.975,586.05,513.075,0,0.004
342,"MA Leask",73,3.41810154185314,3.12266914215112,3.73971900609009,347,109.975,558.025,448.05,0,0.002
343,"PV Simmons",169,3.41620518217581,3.19119004279302,3.6588188682698,352,157,515.075,358.075,0,0
344,"Samiullah Shinwari",74,3.41610978112842,3.14607825746666,3.71727911060918,353.5,117.95,544.025,426.075,0,0
345,"JM How",48,3.41537063073489,3.02996830188796,3.81970847790974,359,64.9,616.025,551.125,0,0.005
346,"KA Pollard",112,3.41497040466671,3.17274615928821,3.6670610173466,353,151.95,530.175,378.225,0,0
347,"Nasir Hossain",52,3.41387775604262,3.0873288489655,3.75818481081462,355,93.975,578.1,484.125,0,0.002
348,"CJ Anderson",44,3.41213307428278,3.06599017265815,3.79335131550577,355.5,83.925,592.05,508.125,0,0.005
349,"AC Hudson",111,3.4089604463848,3.17210840906755,3.64741329225133,355.5,170,526,356,0,0
350,"C de Grandhomme",35,3.40841073726172,3.03141741145286,3.833285503647,361,60.975,616.025,555.05,0,0.005
351,"HP Tillakaratne",174,3.40835086743871,3.19048072305385,3.6312187999878,355,181,513.075,332.075,0,0
352,"DF Watts",46,3.40381344444149,3.05935715163093,3.79588953717294,356,75.95,602.05,526.1,0,0.001
353,"WW Hinds",126,3.40308168630524,3.14344478852823,3.6699290892846,358,147.975,550,402.025,0,0
354,"JD Ryder",45,3.40235297282754,3.02245661924321,3.78337462788608,362,88,613.05,525.05,0,0.004
355,"NT Broom",39,3.40043426080183,3.00577537492667,3.78819234752137,360.5,79.95,623,543.05,0,0.003
356,"A Sharma",30,3.40022053606496,2.94886728226787,3.90064579105297,365,40,652.025,612.025,0.001,0.011
357,"Yashpal Sharma",40,3.39985374981796,3.02520276693684,3.79580357162241,361,78.925,622,543.075,0,0.002
358,"Imrul Kayes",94,3.3993276480117,3.11729740800973,3.69372443862949,357.5,139.975,561.025,421.05,0,0
359,"Imran Farhat",72,3.39841381202946,3.11436022161707,3.69937057093864,365,125.975,561.075,435.1,0,0
360,"RJ Shastri",148,3.39504222211591,3.1717203892741,3.63461951098758,368,176.9,526.05,349.15,0,0
361,"Shadab Khan",44,3.39128034984795,3.00943128468322,3.81463316311703,373.5,72.95,615.025,542.075,0,0.005
362,"SV Carlisle",110,3.39059152966132,3.14271817391357,3.65458932706527,372,161,545.025,384.025,0,0
363,"DI Gower",119,3.38864044075447,3.14882049247032,3.66168086888586,371.5,158.925,547.025,388.1,0,0
364,"HH Streak",158,3.38849475599648,3.14549104911218,3.68073997323643,379,148.925,544.05,395.125,0,0.003
365,"RD Shah",72,3.38528532236899,3.04194645155317,3.73223698665585,374.5,107.975,600.125,492.15,0,0.001
366,"JR Hazlewood",33,3.38394066778111,2.70092334063188,4.09341159690258,384,10,734,724,0.004,0.045
367,"ES Szwarczynski",48,3.38381559164382,3.0345513848609,3.77793890344319,385,88,611.05,523.05,0,0.001
368,"MJR Rindel",32,3.38309898179367,2.95176529957511,3.80017325059432,366,75.975,645.05,569.075,0,0.002
369,"Chirag Suri",54,3.38126623927189,3.06099163664288,3.73401423118049,378,118,592.075,474.075,0,0.002
370,"Kamran Akmal",149,3.38004171496538,3.15070403298735,3.61715596460028,375,186.975,538.025,351.05,0,0
371,"S Ramesh",30,3.37516632141079,2.9286995890683,3.82156440434654,391,68.95,659.05,590.1,0,0.006
372,"J Dyson",34,3.37510230491955,2.96418295544962,3.82225585574187,380.5,74.95,643.125,568.175,0,0.007
373,"AM Samad",36,3.37375170579497,2.98801775737447,3.79033949022824,386,81.875,635.1,553.225,0,0.005
374,"NJ O'Brien",102,3.37297800359091,3.13796777133227,3.62413323636441,383,188,547,359,0,0
375,"HA Gomes",64,3.36966711840998,3.08001507295296,3.69365859277795,388,142.95,584.025,441.075,0,0.001
376,"CJ Tavare",39,3.36846837901858,2.9669582266311,3.7800561793405,389.5,84.95,636.075,551.125,0,0.004
377,"MJ Greatbatch",100,3.3670357932439,3.11751852074019,3.63344266512874,391,174.925,561.05,386.125,0,0
378,"SR Taylor",60,3.36551981891533,3.0622310545861,3.70386926215164,392,125.975,602,476.025,0,0
379,"Aftab Ahmed",85,3.36506547884924,3.06204779150752,3.68014365495352,388,138.95,601.025,462.075,0,0
380,"Raqibul Hasan",56,3.36371209997335,3.03592003188975,3.70075294994763,393.5,126,602.025,476.025,0,0.002
381,"MP Stoinis",64,3.36364224120131,3.07542311466334,3.67922682681891,388,149,594,445,0,0.002
382,"RL Chase",50,3.36316008269175,3.04368200961484,3.69044285264976,388,127.975,604.05,476.075,0,0
383,"D Mongia",56,3.36312784067067,3.03528122971489,3.7137348635251,395,121,605.125,484.125,0,0
384,"L Ronchi",74,3.36288510328495,3.04747956884022,3.70087942142937,396,128.95,602,473.05,0.001,0.001
385,"Manzoor Elahi",46,3.36126325153258,2.97336835662445,3.72765290831669,392,108,636.025,528.025,0,0.001
386,"Taufeeq Umar",30,3.35962406934421,2.9239886298384,3.83730823909042,397,64.975,661.075,596.1,0,0.005
387,"CO Obuya",89,3.35710319695456,3.02449094583434,3.69316080642417,394,133,617.025,484.025,0,0
388,"Nawroz Mangal",54,3.35682210974044,3.04044641727589,3.69061334193134,399,129.975,606.025,476.05,0,0
389,"AT Nidamanuru",37,3.35467231975241,2.9828970426304,3.71893032749446,391.5,114.975,639,524.025,0,0.001
390,"BA King",66,3.35413514032372,3.06531238152152,3.65089278180092,400.5,160.825,588.05,427.225,0,0
391,"Mohammad Mithun",30,3.35303049212332,2.96095059537438,3.7685053141163,405,91.925,649.025,557.1,0.001,0.005
392,"SL Campbell",114,3.35093973185979,3.10219876081979,3.63179863496278,403.5,180.95,572.025,391.075,0,0
393,"Naeem Islam",51,3.34730210442532,2.95521649979227,3.77259708803474,407.5,84.975,648,563.025,0,0.004
394,"SP O'Donnell",64,3.34501862891743,3.01406550430063,3.7029321069162,412,120.9,626,505.1,0,0.001
395,"NFI McCallum",42,3.34393729171232,2.99127893006829,3.72658142050622,406.5,109.925,629.05,519.125,0,0.001
396,"C Munro",61,3.34364031199125,3.04304143891801,3.65222470819229,406,156.975,606.025,449.05,0,0
397,"D Ganga",38,3.34236363456703,2.95937565407316,3.79415903209408,417,78.95,642.05,563.1,0,0.005
398,"CP Rizwan",39,3.34219995199528,2.93637330449406,3.76117807978328,409,89.975,652.075,562.1,0.001,0.002
399,"LJ Tucker",48,3.3402903945615,3.00831909360944,3.68795047843163,413,139.8,622.075,482.275,0,0.004
400,"MP Vaughan",90,3.33964055930205,3.08417592029473,3.61256848793928,412,184.975,583.025,398.05,0,0
401,"DA Gunawardene",76,3.33954160765814,3.05326066951424,3.6502547035156,414,161.95,601,439.05,0,0
402,"Karim Sadiq",30,3.33818746209701,2.89414314698374,3.84939712415087,414,57.975,676.125,618.15,0,0.007
403,"A Johnson",31,3.33752113759388,2.85739963882297,3.85208634825891,405,59.875,692.025,632.15,0,0.008
404,"DW Randall",46,3.33722563674632,2.9963630771508,3.713617684089,413,123,628.025,505.025,0,0.002
405,"MJ Santner",89,3.33630419849392,3.06203045445309,3.62186989419775,409.5,184.85,596.1,411.25,0,0
406,"SA Yadav",35,3.33616384289122,2.94677642323411,3.73478932221991,415.5,105,652.05,547.05,0,0.003
407,"Mosaddek Hossain",35,3.33504738841502,2.94421708184913,3.76731341966586,423,89,652,563,0,0.002
408,"MO Odumbe",59,3.33489472025757,3.04082995164304,3.66749300867438,413.5,150,610,460,0,0
409,"IH Romaine",34,3.33291394196676,2.93270997798231,3.76531657245137,415.5,97,665.075,568.075,0,0.001
410,"AC Waller",47,3.3327437273174,2.96379921672869,3.75809786233383,419,97.975,648.025,550.05,0.002,0.005
411,"RV Uthappa",47,3.33095516373822,2.9746789067935,3.70071458847698,415,132.875,635.05,502.175,0,0.001
412,"AC Parore",160,3.3308929140605,3.15008291083304,3.54523338669113,417,253.95,547,293.05,0,0
413,"JO Holder",112,3.33014251798327,3.03570636722076,3.64134571107853,416,183.9,607.025,423.125,0,0
414,"BM McMillan",52,3.32931825598748,2.95486770043942,3.75173515374808,418.5,98,647.1,549.1,0,0
415,"RR Hendricks",41,3.32413931471,2.98172986045307,3.72022159095285,424.5,120,636.075,516.075,0,0.001
416,"KR Mayers",32,3.32303360941998,2.91487666067665,3.76907007195101,426,93.95,667.05,573.1,0,0.002
417,"G Fowler",39,3.32284651556892,2.87811221507854,3.83651451339618,422,60.925,685.075,624.15,0,0.005
418,"CK Coventry",37,3.32140615236341,2.95001798166345,3.70331017010288,424,122.925,648.025,525.1,0,0.001
419,"JH Davey",30,3.320739437261,2.91032850386666,3.78027324765088,425,84.925,668.05,583.125,0.001,0.005
420,"VS Solanki",53,3.32007046908968,2.96508073680947,3.6946973015804,421,134.975,646,511.025,0,0
421,"Jatinder Singh",90,3.31911777453191,2.96319553325921,3.68944225349301,427.5,137.975,646.025,508.05,0,0.001
422,"KO Otieno",117,3.31742146689739,3.06746786225682,3.59745654957611,429,201.975,591.025,389.05,0,0
423,"TM Odoyo",119,3.31631186029016,3.04813222249369,3.56912651755851,425,228.975,601.05,372.075,0,0
424,"MW Goodwin",70,3.3142514159388,3.04619674927238,3.60324626216935,427,195.975,602,406.025,0,0
425,"B Zuiderent",62,3.31282185493642,2.99080483367173,3.66653392789044,432,153,630,477,0,0.001
426,"Mohsin Khan",104,3.30777172722934,3.01906535537153,3.58690178849758,432,214.95,618.025,403.075,0,0
427,"LRD Mendis",74,3.30625494669908,3.01669949788216,3.60913132180115,439,191.975,613,421.025,0,0
428,"Imran Nazir",89,3.30587612312023,3.0128067125772,3.64460016893981,440,172,617,445,0,0
429,"SR Waters",30,3.30584091306868,2.82544917555464,3.83085684890413,441.5,64.925,704.05,639.125,0,0.007
430,"Rajin Saleh",48,3.30568824712764,2.96685385838995,3.6800718848198,434,146.925,647.025,500.1,0,0
431,"Asad Shafiq",58,3.30244854125826,3.00966319089156,3.61066624723682,433,202.95,627.025,424.075,0,0
432,"L Louwrens",38,3.30086789937927,2.89844543276848,3.70930825977169,442.5,122.975,673.025,550.05,0,0.001
433,"AR Cusack",47,3.30022787398805,2.92546845420969,3.69376943183488,440,140.925,657,516.075,0,0.001
434,"Sandeep Goud",30,3.29730450593162,2.86278075543649,3.75716899315203,449,94.9,683.025,588.125,0,0.001
435,"JN Frylinck",44,3.29664065744957,2.90172934024617,3.6877592112236,440,134.9,669.025,534.125,0,0.001
436,"Asghar Afghan",108,3.29534516119568,3.05585551875378,3.53826065070358,442,246.925,599.025,352.1,0,0
437,"SMH Kirmani",31,3.29397649956178,2.79850483102556,3.8478700622609,443,49.975,706,656.025,0,0.012
438,"N Boje",70,3.29261713812934,3.00544964158421,3.60075958395153,445.5,204.875,626.075,421.2,0,0
439,"JC Adams",106,3.29247088913116,2.9777302564496,3.62991475587408,442,177,643.025,466.025,0,0
440,"AL Phehlukwayo",55,3.28908502828553,2.96410695174783,3.68218180463527,455,149.9,644.025,494.125,0,0.001
441,"TM Moody",67,3.28900312495545,2.97272010967641,3.60384231542483,447,198.875,637.05,438.175,0,0
442,"MS Wade",84,3.28858381337519,3.02035590658471,3.58274791046672,450,216,617.025,401.025,0,0
443,"Muhammad Waseem",87,3.28799509928023,3.00507331913362,3.58989669646162,445.5,205.975,629.025,423.05,0,0
444,"Mehidy Hasan Miraz",85,3.28786117757253,3.00641429386534,3.60607283113496,447,198,620,422,0,0
445,"JDS Neesham",66,3.28741814453634,2.93605771764733,3.65433223882955,442,157,654,497,0,0
446,"BA Young",94,3.28659624533042,3.02362894672485,3.56858807839028,446,224.875,614,389.125,0,0
447,"RL Powell",104,3.28622660222769,3.03906614859299,3.56305884400591,451,233.975,608,374.025,0,0
448,"SG Law",52,3.28454361784146,2.97811399638257,3.62964038621031,449,187,637.05,450.05,0,0
449,"SM Patil",42,3.28410466979532,2.96249742087063,3.62472523792076,451,178.9,645.05,466.15,0,0
450,"Sabbir Rahman",58,3.28341227837297,2.97064376846772,3.62402973274099,452,189.975,640.025,450.05,0,0
451,"H Masakadza",257,3.2830617582866,3.08761139356041,3.47856997231525,450,298.975,586.025,287.05,0,0
452,"SHT Kandamby",36,3.28285388103569,2.86668061744205,3.70315977131946,453,133.9,686.025,552.125,0,0.002
453,"AJ Hollioake",30,3.27956407843455,2.88155450456041,3.7043522483046,456,127.9,678.025,550.125,0,0
454,"K Bhurtel",87,3.27950019095449,2.94562037531401,3.62421038077375,447,187.925,654.025,466.1,0,0
455,"Noor Ali Zadran",67,3.27913117548121,2.97626279778105,3.60992113097246,459.5,196.9,637.05,440.15,0,0
456,"RIC Holder",31,3.27836376737758,2.88845378926019,3.70768929709856,459,124.9,677.05,552.15,0,0
457,"RD Jacobs",117,3.27768687135467,2.97522843108938,3.63603386177627,458,170.95,640,469.05,0,0
458,"DM de Silva",85,3.27650173246475,2.99367190597305,3.55709008411271,451,242.975,630.025,387.05,0,0
459,"V Sibanda",171,3.27380385271838,3.02249347273546,3.54706414519143,460.5,249.825,618.025,368.2,0,0
460,"Wasim Raja",46,3.27363620010684,2.9210446600675,3.63615310979479,455.5,179.925,664.025,484.1,0,0
461,"Rizwan Cheema",40,3.27171007907849,2.89649216847788,3.69909683996943,461.5,133.95,673.025,539.075,0,0.001
462,"WV Raman",34,3.27096877993057,2.83030586249875,3.73154139285587,462,114.875,695.05,580.175,0.001,0.001
463,"CJ Chibhabha",139,3.27036174959094,3.0124241866283,3.516024971649,461,266,619.025,353.025,0,0
464,"GM Ritchie",44,3.268700992295,2.9343958429031,3.62235507815679,466,196.925,658,461.075,0,0
465,"M Prabhakar",118,3.26840074548831,2.99702202236773,3.528079032937,459,250,626.075,376.075,0,0
466,"T Duffin",31,3.2672875981927,2.83502498600195,3.71286259904238,469.5,131.925,703.025,571.1,0,0.002
467,"Simi Singh",30,3.26718479733396,2.82768622305225,3.73689567658389,467,110.925,699.025,588.1,0,0.001
468,"J Charles",75,3.26504274455057,2.97241599463686,3.58742635156504,463,220.95,637.025,416.075,0,0
469,"KJ Hughes",88,3.26375455232515,3.02447618787803,3.52971304971438,465,262.975,617,354.025,0,0
470,"CJA Amini",49,3.26321808501878,2.95603234209319,3.60827428332387,467,192.75,648,455.25,0,0.001
471,"E Chigumbura",197,3.26271193291981,3.05063205496369,3.48643672288021,468,288.975,599.05,310.075,0,0
472,"JR Hopes",61,3.26254880103452,2.92543483218714,3.59937497238229,465.5,201,663.025,462.025,0,0
473,"LE Plunkett",50,3.26171377435703,2.86842162955949,3.68828102908817,468,134,686.025,552.025,0,0.001
474,"MM Ali",119,3.26022912484111,3.03069472578934,3.51783461148041,467,273.925,616.025,342.1,0,0
475,"CB Wishart",90,3.25944256332675,2.99615420711265,3.52110752356987,470.5,258.95,628,369.05,0,0
476,"DJ Bravo",143,3.25617722324637,3.02793226820659,3.516387879735,474.5,273.95,610.025,336.075,0,0
477,"KOA Powell",49,3.25488101404369,2.93264855173965,3.58615751024061,474.5,199.95,655.05,455.1,0,0
478,"R Lamba",40,3.25424620291244,2.89611549675817,3.64968190295962,476,157.75,673,515.25,0,0.001
479,"LV van Beek",32,3.25376688013712,2.84857716093403,3.73530845410972,483.5,121,692.05,571.05,0.001,0.004
480,"RP Burl",45,3.25311225939626,2.92066550629031,3.6309209756563,474,176,658.175,482.175,0,0.002
481,"PJL Dujon",121,3.25276683622904,2.98348681012163,3.52968745988173,476,253.725,631.025,377.3,0,0
482,"Mudassar Nazar",155,3.25224660415114,3.0295729896581,3.47934773126945,474,299.975,617.025,317.05,0,0
483,"Shahid Afridi",398,3.25205771527154,3.07941052796372,3.42140779129344,473,342.975,584.05,241.075,0,0
484,"SM Curran",30,3.25135435604802,2.87664042471512,3.68490609396916,478,149.975,684.025,534.05,0,0.001
485,"PA Patel",38,3.25083408586016,2.877601115483,3.6630960838658,478,153.975,676.025,522.05,0,0
486,"HJH Marshall",62,3.25037560198438,2.9625240699319,3.58114023256761,476.5,221.875,647.025,425.15,0,0
487,"TP Ura",82,3.25006376663494,2.94293419611298,3.56452760000006,477,227.975,657,429.025,0,0
488,"JP Kotze",36,3.24665403930577,2.84635628011189,3.69633058841502,484,129.85,697,567.15,0,0.001
489,"Basil Hameed",45,3.24466273582489,2.92061523528184,3.58908054103788,483,212.925,667,454.075,0,0
490,"D Ramdin",110,3.24149078999187,2.98870652901874,3.51945142889382,482.5,263.975,633,369.025,0,0
491,"CR Woakes",86,3.24142103156563,2.96572031683114,3.54409448208723,479,255.925,646.025,390.1,0,0
492,"CK Kapugedera",85,3.24128519602067,2.95315109535112,3.56650066728498,488,220.95,646.025,425.075,0,0
493,"Aminul Islam",39,3.23827267653949,2.87711207935028,3.64590559407323,487,170.975,684,513.025,0,0.001
494,"AR Patel",49,3.23804491044106,2.87559724085669,3.61302211972808,484.5,191.8,679.025,487.225,0,0
495,"DS Smith",58,3.23800622142042,2.88920784873395,3.59691224508648,479,202.95,676.025,473.075,0,0
496,"DJG Sammy",103,3.23598140860806,2.96689140551108,3.51742504628943,484,263.925,642,378.075,0,0
497,"JR Murray",38,3.23531592670389,2.82569322364066,3.68534869710267,485,142.85,697.05,554.2,0,0
498,"DJ Willey",46,3.23493464458551,2.84658660696861,3.61590305809406,485,182.9,695.05,512.15,0,0
499,"Khaled Mashud",108,3.23351650352586,2.97076626090471,3.50930394093106,488,273.925,640.025,366.1,0,0
500,"Moin Khan",181,3.23242374451477,3.02869088175995,3.44526174964584,489,328.975,614,285.025,0,0
501,"H Patel",35,3.23234480250385,2.77122025567317,3.73718458345392,494,101.95,715.025,613.075,0,0.004
502,"Tanzid Hasan",30,3.23228170481629,2.81947428392267,3.67510453598547,491.5,143.725,695.025,551.3,0,0
503,"S Wettimuny",50,3.23214947710659,2.8804170840045,3.60981495929924,492,189.975,679,489.025,0,0
